PID,smiles,value
64,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)c(F)c1,-5.920818754
65,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)cc1,-5.958607315
66,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,-7.259637311
67,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cccc(F)c1,-5.958607315
68,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccccc1,-6.040958608
69,[*]C(=C([*])c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,-6.823908741
70,[*]C(=C([*])c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,-7.091514981
71,[*]C(=C([*])c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,-7.30980392
72,[*]C(=C([*])c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,-6.48148606
73,[*]C(=C([*])c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,-6.958607315
74,[*]C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br,-10.06905097
75,[*]C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-9.473660723
76,[*]C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c1-2,-9.557520231
77,[*]C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,-9.809668302
78,[*]C(=O)Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br,-10.06905097
79,[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)OC(=O)c3ccccc32)cc1Br,-9.962573502
80,[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)c3ccccc3-c3ccccc32)cc1Br,-9.557520231
81,[*]C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,-9.844663963
82,[*]C(=O)Oc1ccc(C(c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-9.459670525
83,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)OC(=O)c3ccccc32)cc1,-9.935542011
84,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,-9.623423043
85,[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,-10.92081875
86,[*]C(=O)c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc([*])cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,-10.73754891
87,[*]C(=O)c1ccc(C(c2ccc(C(=O)c3ccc(Oc4ccc(C(c5ccc(Oc6ccc([*])cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-10.32148162
88,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2)cc1,-11.50723961
89,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,-10.4202164
90,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cccc(C(F)(F)F)c2)cc1,-11.38721614
91,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(-c8ccc(N9C(=O)c%10ccc([*])cc%10C9=O)cc8)cc7C(F)(F)F)cc6)C(=O)N(c6ccccc6)c6ccccc65)cc4)c(C(F)(F)F)c3)cc1)C2=O,-10.20760831
92,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-10.71896663
93,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4Cc5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-10.64589156
94,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-11.03151705
95,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-10.9788107
96,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-10.7235382
97,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-10.9788107
98,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-10.7235382
99,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-11.9625735
100,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4Cc5ccc([*])cc5C4=O)cc3)cc1)C2=O,-11.9625735
101,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,-11.85387196
102,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,-12.06550155
103,[*]C(C)=C([*])C(C)C,-6.552841969
104,[*]C(C)=C([*])CCC,-8.677780705
105,[*]C(C)=C([*])CCCCC,-8.292429824
106,[*]C(C)=C([*])CCCCCC,-8.193820026
107,[*]C(C)=C([*])CCCCCCC,-8.075720714
108,[*]C(C)=C([*])CCCCCCCC,-8.080921908
109,[*]C(C)=C([*])SCC,-8.698970004
110,[*]C(C)=C([*])SCCCC,-8.050609993
111,[*]C(C)=C([*])SCCCCCC,-8.346787486
112,[*]C(C)=C([*])SCCCCCCCC,-8.318758763
113,[*]C(C)=C([*])SCCCCCCCCCC,-8.236572006
114,[*]C(C)=C([*])[Si](C)(C)C,-5.815308569
115,[*]C(C)=C([*])c1ccc([Si](C)(C)C)cc1,-6.795880017
116,[*]C(Cl)=C([*])c1ccccc1,-9.585026652
117,[*]C(F)(F)C(F)(F)C(F)(F)C([*])(F)C(F)(F)F,-9
118,[*]C(F)(F)C(F)(F)C1(F)C(F)(F)C([*])(F)OC(F)(F)C1(F)F,-9.698970004
119,[*]C(F)(F)C(F)(F)CC1(F)OC(F)(F)OC1([*])OC(F)(F)F,-8.920818754
120,[*]C1C([*])C2CC1C1C2C([Si](C)(C)C)C1[Si](C)(C)C,-6.478861916
121,[*]C1C([*])C2CC1C1CC([Si](C)(C)C)C21,-6.665546249
122,[*]C1C([*])C2CC1C1CC([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C21,-6.903089987
123,[*]C1C2CC(C1[*])C([Si](C)(C)C)C2,-7.031517051
124,[*]C=C([*])C(C)(C)C,-7.795880017
125,[*]C=CC1CC([*])C(C(F)(F)F)(C(F)(F)F)C1(F)F,-9.020451625
126,[*]C=CC1CC([*])C2C(=O)N(C34CC5CC(CC(C5)C3)C4)C(=O)C12,-10.23657201
127,[*]C=CC1CC([*])C2C(=O)N(C3CCCC3)C(=O)C12,-10.26760624
128,[*]C=CC1CC([*])C2C(=O)N(C3CCCCC3)C(=O)C12,-10.09691001
129,[*]C=CC1CC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-9.863279433
130,[*]C=CC1CC([*])C2C(=O)N(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(=O)C12,-9.368556231
131,[*]C=CC1CC([*])C2C(=O)N(c3ccccc3)C(=O)C12,-10.26760624
132,[*]C=CC1CC([*])C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-7.522878745
133,[*]C=CC1CC([*])CC1[Si](C)(C)C,-8.769551079
134,[*]C=CC1CC([*])CC1[Si](C)(C)C[Si](C)(C)C,-9.070581074
135,[*]C=CC1OC(C=CC2CC([*])C3C(=O)N(c4ccccc4)C(=O)C23)C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-10.19382003
136,[*]C=CC1OC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-9.946921557
137,[*]CC(C)O[*],-9.388276692
138,[*]CC(CCl)O[*],-10.18243463
139,[*]CC(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,-7.408935393
140,[*]CC([*])(C)C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-8.853871964
141,[*]CC([*])(C)C(=O)OC,-12.33068312
142,[*]CC([*])(C)C(=O)OC(C)(C)C,-10.14327111
143,[*]CC([*])(C)C(=O)OCC,-10.45967053
144,[*]CC([*])(C)C(=O)OCCOCC,-9.910094889
145,[*]CC([*])(C)C(=O)OCCOCCOCC,-8.943095149
146,[*]CC([*])(C)C(=O)OCCOCCOCCOCC,-9.318758763
147,[*]CC([*])(C)c1ccccc1,-10.85387196
148,[*]CC([*])(F)F,-11.69897
149,[*]CC([*])C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-8.244125144
150,[*]CC([*])C(=O)OC,-10.58169871
151,[*]CC([*])C(=O)OCC,-8.826813732
152,[*]CC([*])C(=O)OCCCCCCCCCC,-8.320572103
153,[*]CC([*])C(=O)OCCCCCCCCCCCCCC,-8.186419011
154,[*]CC([*])CC(C)C,-8.70333481
155,[*]CC([*])Cl,-11.56066731
156,[*]CC([*])OC(=O)c1ccc(C)cc1,-10.37986395
157,[*]CC([*])OC(=O)c1cccc(C)c1,-10.92811799
158,[*]CC([*])OC(=O)c1ccccc1C,-10.93930216
159,[*]CC([*])[Si](C)(C)C,-8.744727495
160,[*]CC([*])c1ccc(Br)cc1,-10.31875876
161,[*]CC([*])c1ccc(C(C)(C)C)cc1,-8.777283529
162,[*]CC([*])c1ccc(C)cc1,-9.657577319
163,[*]CC([*])c1ccc(C[Si](C)(C)C)cc1,-9.107905397
164,[*]CC([*])c1ccc(Cl)cc1,-10.58502665
165,[*]CC([*])c1ccc(F)cc1,-9.974694135
166,[*]CC([*])c1ccc(OC(C)=O)cc1,-10.00436481
167,[*]CC([*])c1ccc(OC)cc1,-10.04095861
168,[*]CC([*])c1ccc([Si](C)(C)C)cc1,-8.468521083
169,[*]CC([*])c1ccc([Si](C)(C)CCC(F)(F)F)cc1,-8.657577319
170,[*]CC([*])c1ccccc1,-10.10513034
171,[*]CC([*])c1ccncc1,-10.85387196
172,[*]CCC1CC([*])C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-7.66756154
173,[*]CCCCCCCC[Si](C)(C)O[Si]([*])(C)C,-7.443697499
174,[*]CCCCCC[Si](C)(C)O[Si]([*])(C)C,-7.403402904
175,[*]CCCCCOC([*])=O,-9.804100348
176,[*]CCC[Si]([*])(C)C,-9.075720714
177,[*]CC[Si](C)(C)O[Si]([*])(C)C,-7.224025669
178,[*]CC[Si](C)(C)c1ccc([Si](C)(C)CC[Si]([*])(C)C)cc1,-10.27572413
179,[*]CN1C(=O)c2cc3c(cc2C1=O)S(=O)(=O)c1cc2c(cc1S3(=O)=O)C(=O)N(c1cc3c(cc1C)-c1cc(C)c([*])cc1S3(=O)=O)C2=O,-10.22914799
180,[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(Cc3ccc(-c5cc(C)c(-c6ccc([*])cc6C)cc5C)c(C)c3)C4=O)C(F)(F)F)cc2C1=O.CC(F)(F)F,-10.05551733
181,[*]CN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3cc5c(cc3C)-c3cc(C)c([*])cc3S5(=O)=O)C4=O)cc2C1=O,-10.63827216
182,[*]COC[*],-10.22184875
183,[*]COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cccc(C([*])=O)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-10.22402567
184,[*]C[*],-9.278189385
185,[*]C[Si]([*])(C)C,-7.886056648
186,[*]Cc1cc(C)c(-n2c(=O)c3cc4c(=O)n(-c5c(C)cc([*])cc5C)c(=O)c4cc3c2=O)c(C)c1,-9.085656843
187,[*]Cc1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,-10.0872467
188,[*]Cc1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,-9.838631998
189,[*]Cc1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-10.23882419
190,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-10.09474395
191,[*]Cc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,-10.70333481
192,[*]Cc1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5C)C6=O)cc4)cc3C2=O)c(C)c1,-11.67985371
193,[*]N=P([*])(C)c1ccccc1,-10.15490196
194,[*]N=P([*])(OCC(C)(C)C)OC(C)(C)C,-9.124360063
195,[*]N=P([*])(OCC(C)C)OC(C)C,-8.005682847
196,[*]N=P([*])(OCC(C)CC)OC(C)CC,-8.407823243
197,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,-8.238824187
198,[*]N=P([*])(OCCC)OCCCC,-7.707743929
199,[*]N=P([*])(Oc1ccc(Br)cc1)Oc1ccc(Br)cc1,-10.45593196
200,[*]N=P([*])(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,-9.769551079
201,[*]N=P([*])(Oc1ccccc1)Oc1ccccc1,-9.886056648
202,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,-11.06048075
203,[*]NC(=O)c1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(C(=O)Nc4c(C)cc(Cc5cc(C)c([*])c(C(C)C)c5)cc4C(C)C)cc3)cc2C(C)(C)C)cc1,-9.91721463
204,[*]Nc1ccc(C(c2ccc(NC(=O)c3cc(C([*])=O)cc(-c4ccccc4)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-10.1079054
205,[*]Nc1ccc(C(c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-10.69897
206,[*]Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,-10.26121944
207,[*]Nc1ccc(C2(c3ccc(NC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,-10.89279003
208,[*]Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5cccc(N6C(=O)c7ccc(C(=O)Nc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C([*])=O)cc%11C%10=O)cc9)cc8)cc7C6=O)c5)cc4C3=O)cc2)cc1,-11.52287875
209,[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc(C([*])=O)cc(-c4ccccc4)c3)cc2)cc1,-10.95860731
210,[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,-11.85387196
211,[*]Nc1cccc(NC(=O)c2ccc(C(c3ccc(C([*])=O)cc3)(C(F)(F)F)C(F)(F)F)cc2)c1,-10.61978876
212,[*]OC(=O)Oc1ccc(C(=O)Oc2ccc3c(c2)C2(Cc4cc([*])ccc4C2(C)C)CC3(C)C)cc1,-9.943095149
213,[*]OC(=O)Oc1ccc2c(c1)C1(CC(C)(C)c3ccc([*])cc31)CC2(C)C,-9.698970004
214,[*]OC(=O)c1cc(C(=O)COc2c(Br)cc3c(c2Br)C(=C)OC32c3cc(Br)c([*])c(Br)c32)cc(C(C)(C)C)c1,-9.962573502
215,[*]OC(=O)c1ccc(C(=O)Oc2ccc3c(c2)C2(CC(C)(C)c4ccc([*])cc42)CC3(C)C)cc1,-9.37675071
216,[*]OC(=O)c1ccc(C(=O)Oc2ccc3c(c2)C2(Cc4ccc([*])cc4C2(C)C)CC3(C)C)cc1,-9.374687549
217,[*]OC(=O)c1cccc(C(=O)COc2c(Br)cc3c(c2Br)C(=C)OC32c3cc(Br)c([*])c(Br)c32)c1,-10.68613278
218,[*]OC(=O)c1cccc(C(=O)Oc2c(C)cc(C(C)(C)c3cc(C)c([*])c(Br)c3)cc2Br)c1,-10.82102305
219,[*]OC(=O)c1cccc(C(=O)Oc2ccc3c(c2)C2(Cc4ccc([*])cc4C2(C)C)CC3(C)C)c1,-9.943095149
220,[*]OC(C)C([*])=O,-10
221,[*]OC1C(COC(C)=O)OC(OC2C(COC(C)=O)OC([*])C(OC(C)=O)C2O)C(OC(C)=O)C1O,-10.68824614
222,[*]OC1C(COCC)OC([*])C(O)C1O,-9.043351421
223,[*]OCC(=O)c1cccc(C(=O)Oc2c(Br)cc3c(c2Br)-c2cc(Br)c([*])c(Br)c2C3(C)C)c1,-10.24641694
224,[*]OOc1c2c(c([*])c3c1C1c4ccccc4C3c3ccccc31)C1c3ccccc3C2c2ccccc21,-9.4225082
225,[*]OOc1ccc(C(c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-10.09745322
226,[*]OOc1ccc([*])c2c1C1c3ccccc3C2c2ccccc21,-9.614393726
227,[*]OOc1ccc2cc([*])ccc2c1,-11.43651891
228,[*]OOc1ccc2ccc([*])cc2c1,-11.30103
229,[*]OOc1cccc2c([*])cccc12,-11.43889862
230,[*]O[Si](C)(C)c1ccc([Si]([*])(C)C)cc1,-8.920818754
231,[*]O[Si](C)(C)c1cccc([Si]([*])(C)C)c1,-7.974694135
232,[*]O[Si]([*])(C)C,-7.041914151
233,[*]O[Si]([*])(C)CC,-7.324221658
234,[*]O[Si]([*])(C)CCC,-7.244125144
235,[*]O[Si]([*])(C)CCC(F)(F)F,-7.696803943
236,[*]O[Si]([*])(C)CCCCCCCC,-7.504455662
237,[*]O[Si]([*])(C)c1ccccc1,-8.443697499
238,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,-9.643974143
239,[*]Oc1c(Br)cc(C(c2cc(Br)c(OC([*])=O)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-10.05060999
