PID,smiles,value
93,[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)c3ccccc3-c3ccccc32)cc1Br,-8.774690718
94,[*]C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,-9.225483034
95,[*]C(=O)Oc1ccc(C(c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.804100348
96,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)OC(=O)c3ccccc32)cc1,-9.251811973
97,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,-9.019996628
98,[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,-10.19382003
99,[*]C(=O)c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc([*])cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,-9.690369833
100,[*]C(=O)c1ccc(C(c2ccc(C(=O)c3ccc(Oc4ccc(C(c5ccc(Oc6ccc([*])cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-9.431798276
101,[*]C(=O)c1ccc(Oc2ccc(C(c3ccccc3)(c3ccc(Oc4ccc([*])cc4)cc3)C(F)(F)F)cc2)cc1,-10.04095861
102,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2)cc1,-10.58670024
103,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,-9.48148606
104,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cccc(C(F)(F)F)c2)cc1,-10.4202164
105,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(-c8ccc(N9C(=O)c%10ccc([*])cc%10C9=O)cc8)cc7C(F)(F)F)cc6)C(=O)N(c6ccccc6)c6ccccc65)cc4)c(C(F)(F)F)c3)cc1)C2=O,-9.363512104
106,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-9.659555885
107,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4Cc5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-9.602059991
108,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-10.67571754
109,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-10.06550155
110,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-9.943095149
111,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-9.663540266
112,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-9.943095149
113,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-9.568636236
114,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-10.74232143
115,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4Cc5ccc([*])cc5C4=O)cc3)cc1)C2=O,-10.71896663
116,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,-10.40893539
117,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,-10.95078198
118,[*]C(=O)n1cnc2cc(Oc3ccc4ncn(C(=O)c5cccc(Oc6ccc(Oc7cccc([*])c7)cc6)c5)c4c3)ccc21,-10.63827216
119,[*]C(C(=O)OC(C)C)C([*])C(=O)OC(C)(C)C,-8.677780705
120,[*]C(C(=O)OC(C)C)C([*])C(=O)OC(C)CCC,-8.920818754
121,[*]C(C(=O)OC(C)C)C([*])C(=O)OC(C)CCC(C)C,-8.346787486
122,[*]C(C(=O)OC(C)CCC(C)C)C([*])C(=O)OC(C)(C)C,-8.30980392
123,[*]C(C(=O)OC(C)CCC)C([*])C(=O)OC(C)(C)C,-8.408935393
124,[*]C(C(=O)Oc1ccccc1)C([*])C(=O)OC(C)(C)C,-8.769551079
125,[*]C(C(=O)Oc1ccccc1)C([*])C(=O)OC(C)C,-9.096910013
126,[*]C(C)=C([*])C(C)C,-6.588380294
127,[*]C(C)=C([*])CCC,-8.408935393
128,[*]C(C)=C([*])CCCCC,-8.244125144
129,[*]C(C)=C([*])CCCCCC,-8.22184875
130,[*]C(C)=C([*])CCCCCCC,-8.13076828
131,[*]C(C)=C([*])CCCCCCCC,-8.148741651
132,[*]C(C)=C([*])SCC,-8.522878745
133,[*]C(C)=C([*])SCCCC,-8.102372909
134,[*]C(C)=C([*])SCCCCCC,-8.420216403
135,[*]C(C)=C([*])SCCCCCCCC,-8.301029996
136,[*]C(C)=C([*])SCCCCCCCCCC,-8.337242168
137,[*]C(C)=C([*])[Si](C)(C)C,-6.04769199
138,[*]C(C)=C([*])c1ccc([Si](C)(C)C)cc1,-6.920818754
139,[*]C(Cl)=C([*])c1ccccc1,-9.096910013
140,[*]C(F)(F)C(F)(F)C1(F)C(F)(F)C([*])(F)OC(F)(F)C1(F)F,-8.795880017
141,[*]C(F)(F)C(F)(F)CC1(F)OC(F)(F)OC1([*])OC(F)(F)F,-8.173925197
142,[*]C(F)(F)C([*])(F)F,-9.30980392
143,[*]C1=Nc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc([*])cc6)c(=O)c5cc4c3=O)cc2C(=O)OC1,-11.08618615
144,[*]C1C([*])C2CC1C1C2C([Si](C)(C)C)C1[Si](C)(C)C,-6.623423043
145,[*]C1C([*])C2CC1C1CC([Si](C)(C)C)C21,-7.004364805
146,[*]C1C2CC(C1[*])C([Si](C)(C)C)C2,-7.076755981
147,[*]C=C([*])C(C)(C)C,-7.522878745
148,[*]C=CC1CC([*])C(C(F)(F)F)(C(F)(F)F)C1(F)F,-8.557520231
149,[*]C=CC1CC([*])C2C(=O)N(C34CC5CC(CC(C5)C3)C4)C(=O)C12,-9.798602876
150,[*]C=CC1CC([*])C2C(=O)N(C3CCCC3)C(=O)C12,-9.709965389
151,[*]C=CC1CC([*])C2C(=O)N(C3CCCCC3)C(=O)C12,-9.653647026
152,[*]C=CC1CC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-9.216096421
153,[*]C=CC1CC([*])C2C(=O)N(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(=O)C12,-8.869666232
154,[*]C=CC1CC([*])C2C(=O)N(c3ccccc3)C(=O)C12,-9.841637508
155,[*]C=CC1CC([*])C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-7.530177984
156,[*]C=CC1CC([*])CC1CS(=O)(=O)c1ccc(C)cc1,-10.40893539
157,[*]C=CC1CC([*])CC1[Si](C)(C)C,-8.522878745
158,[*]C=CC1CC([*])CC1[Si](C)(C)C[Si](C)(C)C,-8.795880017
159,[*]C=CC1OC(C=CC2CC([*])C3C(=O)N(c4ccccc4)C(=O)C23)C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-9.575118363
160,[*]C=CC1OC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-9.449771647
161,[*]C=Cc1ccc([*])cc1[Si](C)(C)C(C)(C)C,-9.180456064
162,[*]C=Cc1ccc([*])cc1[Si](C)(C)CCCC,-9.187086643
163,[*]C=Cc1ccc([*])cc1[Si](C)(C)CCCCCCCC,-9.455931956
164,[*]C=Cc1ccc([*])cc1[Si](C)(C)CCCCCCCCCCCCCCCCCC,-8.920818754
165,[*]CC(C)O[*],-8.821023053
166,[*]CC(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,-7.017728767
167,[*]CC([*])(C)C#N,-12.92081875
168,[*]CC([*])(C)C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-8.522878745
169,[*]CC([*])(C)C(=O)OC,-11.1266794
170,[*]CC([*])(C)C(=O)OC(C)(C)C,-9.343901798
171,[*]CC([*])(C)C(=O)OCC,-9.730487056
172,[*]CC([*])(C)C(=O)OCCOCC,-9.838631998
173,[*]CC([*])(C)C(=O)OCCOCCOCC,-8.943095149
174,[*]CC([*])(C)C(=O)OCCOCCOCCOCC,-9.408935393
175,[*]CC([*])(C)c1ccccc1,-10.08618615
176,[*]CC([*])(Cl)Cl,-12.28399666
177,[*]CC([*])(F)F,-11.08301995
178,[*]CC([*])C,-9.698970004
179,[*]CC([*])C#N,-13.55284197
180,[*]CC([*])C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.869666232
181,[*]CC([*])C(=O)OC,-9.974694135
182,[*]CC([*])C(=O)OCC,-8.721246399
183,[*]CC([*])C(=O)OCCCCCCCCCC,-8.322393047
184,[*]CC([*])C(=O)OCCCCCCCCCCCCCC,-8.243363892
185,[*]CC([*])CC(C)C,-8.477555766
186,[*]CC([*])Cl,-11.32239305
187,[*]CC([*])F,-11.7235382
188,[*]CC([*])OC(=O)C1CCCCC1,-9.657577319
189,[*]CC([*])OC(=O)c1ccc(C)cc1,-9.764471553
190,[*]CC([*])OC(=O)c1cccc(C)c1,-10.30451832
191,[*]CC([*])OC(=O)c1ccccc1C,-10.32790214
192,[*]CC([*])OC(C)=O,-10.31158018
193,[*]CC([*])OC1C2CC3CC(C2)CC1C3,-9.221125528
194,[*]CC([*])OC1CC2CC1C1CCCC21,-9.514278574
195,[*]CC([*])OC1CC2CCC1C2,-9.449771647
196,[*]CC([*])OC1CCCCC1,-9.432973634
197,[*]CC([*])OCC1CC2CC1C1CCCC21,-10.09151498
198,[*]CC([*])OCC1CCCCC1,-9.809668302
199,[*]CC([*])OCc1ccccc1,-9.632644079
200,[*]CC([*])[Si](C)(C)C,-8.356547324
201,[*]CC([*])[Si](C)(C)c1ccccc1,-9.607303047
202,[*]CC([*])c1ccc(Br)cc1,-9.721246399
203,[*]CC([*])c1ccc(C(C)(C)C)cc1,-8.449771647
204,[*]CC([*])c1ccc(C)cc1,-9.142667504
205,[*]CC([*])c1ccc(C[Si](C)(C)C)cc1,-8.853871964
206,[*]CC([*])c1ccc(Cl)cc1,-9.920818754
207,[*]CC([*])c1ccc(F)cc1,-9.356547324
208,[*]CC([*])c1ccc(O)cc1,-10.92081875
209,[*]CC([*])c1ccc(OC(C)=O)cc1,-9.508638306
210,[*]CC([*])c1ccc(OC)cc1,-9.585026652
211,[*]CC([*])c1ccc([Si](C)(C)C)cc1,-8.251811973
212,[*]CC([*])c1ccc([Si](C)(C)CCC(F)(F)F)cc1,-8.419075024
213,[*]CC([*])c1ccccc1,-9.638272164
214,[*]CC([*])c1ccncc1,-10.07572071
215,[*]CC1CC([*])OCO1,-11.61978876
216,[*]CCC(F)(Cl)C([*])(F)F,-10.81815641
217,[*]CCC(F)(F)C([*])(F)F,-10.27408837
218,[*]CCC1CC([*])C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-7.657577319
219,[*]CCCCCCCC[Si](C)(C)O[Si]([*])(C)C,-7.625251654
220,[*]CCCCCC[Si](C)(C)O[Si]([*])(C)C,-7.576754126
221,[*]CCCCCNC(=O)CCCCCC([*])=O,-11.46852108
222,[*]CCCCCNC([*])=O,-11.4202164
223,[*]CCCCCOC([*])=O,-9.779891912
224,[*]CCC[Si]([*])(C)C,-9.022276395
225,[*]CC[Si](C)(C)O[Si]([*])(C)C,-7.404503778
226,[*]CC[Si](C)(C)c1ccc([Si](C)(C)CC[Si]([*])(C)C)cc1,-9.954677021
227,[*]CCc1c(Cl)cc([*])cc1Cl,-10.74232143
228,[*]CCc1ccc([*])cc1,-10.67366414
229,[*]CCc1ccc([*])cc1Br,-11.61798296
230,[*]CCc1ccc([*])cc1C,-11.24260397
231,[*]CCc1ccc([*])cc1C#N,-11.04383157
232,[*]CCc1ccc([*])cc1CC,-10.30103
233,[*]CCc1ccc([*])cc1Cl,-11.34872199
234,[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(Cc3ccc(-c5cc(C)c(-c6ccc([*])cc6C)cc5C)c(C)c3)C4=O)C(F)(F)F)cc2C1=O.CC(F)(F)F,-9.142667504
235,[*]CN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3cc5c(cc3C)-c3cc(C)c([*])cc3S5(=O)=O)C4=O)cc2C1=O,-9.482804102
236,[*]COCC([*])O,-12.4202164
237,[*]COC[*],-10.16749109
238,[*]CO[*],-11.04575749
239,[*]COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cccc(C([*])=O)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-9.170696227
240,[*]C[*],-9.549750892
241,[*]C[Si]([*])(C)C,-8.004364805
242,[*]Cc1cc(C)c(-n2c(=O)c3cc4c(=O)n(-c5c(C)cc([*])cc5C)c(=O)c4cc3c2=O)c(C)c1,-8.562249437
243,[*]Cc1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,-9.325138859
244,[*]Cc1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,-8.987162775
245,[*]Cc1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-9.48148606
246,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-9.40560745
247,[*]Cc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,-9.600326279
248,[*]Cc1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5C)C6=O)cc4)cc3C2=O)c(C)c1,-10.44611697
249,[*]N=P([*])(C)C,-9.452225295
250,[*]N=P([*])(C)c1ccccc1,-9.744727495
251,[*]N=P([*])(OCC(C)(C)C)OC(C)(C)C,-8.812479279
252,[*]N=P([*])(OCC(C)C)OC(C)C,-8.062482108
253,[*]N=P([*])(OCC(C)CC)OC(C)CC,-8.390405591
254,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,-7.935542011
255,[*]N=P([*])(OCCC)OCCCC,-7.89279003
256,[*]N=P([*])(Oc1ccc(Br)cc1)Oc1ccc(Br)cc1,-10.04095861
257,[*]N=P([*])(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,-9.086186148
258,[*]N=P([*])(Oc1ccccc1)Oc1ccccc1,-9.66756154
259,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,-10.01322827
260,[*]NC(=O)c1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(C(=O)Nc4c(C)cc(Cc5cc(C)c([*])c(C(C)C)c5)cc4C(C)C)cc3)cc2C(C)(C)C)cc1,-9.189095719
