PID,smiles,value
54,[*]=NP(=NP(=[*])(Cl)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-8.568636236
55,[*]=NP(=NP(=[*])(OCC(C)(C)C)Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,-8.139063379
56,[*]=NP(=NP(=[*])(Oc1ccc(OC)cc1)Oc1ccccc1CC=C)(OCCCOCCOC)Oc1ccc(OC)cc1,-7.602059991
57,[*]=NP(=NP(=[*])(Oc1ccccc1)Oc1ccc([Si](C)(C)C)cc1)(Oc1ccc(Br)cc1)Oc1ccc([Si](C)(C)C)cc1,-7.935542011
58,[*]=NP(=NP(=[*])(Oc1ccccc1)Oc1ccc([Si](C)(C)c2ccccc2)cc1)(Oc1ccc(Br)cc1)Oc1ccc([Si](C)(C)c2ccccc2)cc1,-8.348721986
59,[*]=NP(=NP(=[*])(Oc1ccccc1)Oc1ccc([Si](C)(c2ccccc2)c2ccccc2)cc1)(Oc1ccc(Br)cc1)Oc1ccc([Si](C)(c2ccccc2)c2ccccc2)cc1,-9.251811973
60,[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccc(O)cc1,-7.27572413
61,[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccc(O[Si](C)(C)C(C)(C)C)cc1,-6.638272164
62,[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccccc1,-6.522878745
63,[*]C(=C([*])c1ccc(C(C)C)cc1)c1ccccc1,-6.958607315
64,[*]C(=C([*])c1ccc(CCCC)cc1)c1ccccc1,-7.795880017
65,[*]C(=C([*])c1ccc([Si](C)(C)C)cc1)c1ccc(O[Si](C)(C)C(C)(C)C)cc1,-6.420216403
66,[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(C(C)(C)C)cc1,-8
67,[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(C(C)C)cc1,-7.920818754
68,[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(CCCC)cc1,-7.958607315
69,[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccccc1,-7.769551079
70,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1cc(Br)ccc1-2)c1ccccc1,-6.096910013
71,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1cc([Si](C)(C)C)ccc1-2)c1ccccc1,-5.744727495
72,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cc(F)cc(F)c1,-6.036212173
73,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(Br)cc1,-5.769551079
74,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(C(C)(C)C)cc1,-5.958607315
75,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)c(F)c1,-5.585026652
76,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)cc1,-5.677780705
77,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,-6.721246399
78,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cccc(F)c1,-5.744727495
79,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccccc1,-5.769551079
80,[*]C(=C([*])c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,-6.387216143
81,[*]C(=C([*])c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,-6.494850022
82,[*]C(=C([*])c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,-6.522878745
83,[*]C(=C([*])c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,-6.142667504
84,[*]C(=C([*])c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,-6.537602002
85,[*]C(=C([*])c1ccccc1)c1ccccc1,-6.37675071
86,[*]C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br,-8.66756154
87,[*]C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-8.07007044
88,[*]C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c1-2,-8.158015195
89,[*]C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,-8.42365865
90,[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,-9.304518324
91,[*]C(=O)Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br,-8.66756154
92,[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)OC(=O)c3ccccc32)cc1Br,-8.514278574
93,[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)c3ccccc3-c3ccccc32)cc1Br,-8.158015195
94,[*]C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,-8.616184634
95,[*]C(=O)Oc1ccc(C(c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.244887734
96,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)OC(=O)c3ccccc32)cc1,-8.623423043
97,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,-8.434152181
98,[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,-9.485452247
99,[*]C(=O)c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc([*])cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,-9.151810883
100,[*]C(=O)c1ccc(C(c2ccc(C(=O)c3ccc(Oc4ccc(C(c5ccc(Oc6ccc([*])cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.93930216
101,[*]C(=O)c1ccc(Oc2ccc(C(c3ccccc3)(c3ccc(Oc4ccc([*])cc4)cc3)C(F)(F)F)cc2)cc1,-9.37675071
102,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2)cc1,-10.01637371
103,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,-9.060480747
104,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cccc(C(F)(F)F)c2)cc1,-9.823908741
105,[*]C(=O)c1ccc2c(c1)C(=O)N(C1=CC=C3C(=Cc4cc(N5C(=O)c6ccc([*])cc6C5=O)ccc43)C1=O)C2=O,-11
106,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(-c8ccc(N9C(=O)c%10ccc([*])cc%10C9=O)cc8)cc7C(F)(F)F)cc6)C(=O)N(c6ccccc6)c6ccccc65)cc4)c(C(F)(F)F)c3)cc1)C2=O,-8.76700389
107,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-9.060480747
108,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4Cc5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-8.557520231
109,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-9.48148606
110,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-9.359518563
111,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-9.15864053
112,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-9.304518324
113,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-9.038578906
114,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-10.20411998
115,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4Cc5ccc([*])cc5C4=O)cc3)cc1)C2=O,-10.20411998
116,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,-9.978810701
117,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,-10.36855623
118,[*]C(C)=C([*])C(C)C,-6.004364805
119,[*]C(C)=C([*])CCC,-7.920818754
120,[*]C(C)=C([*])CCCCC,-7.698970004
121,[*]C(C)=C([*])CCCCCC,-7.638272164
122,[*]C(C)=C([*])CCCCCCC,-7.537602002
123,[*]C(C)=C([*])CCCCCCCC,-7.537602002
124,[*]C(C)=C([*])SCC,-7.795880017
125,[*]C(C)=C([*])SCCCC,-7.795880017
126,[*]C(C)=C([*])SCCCCCC,-7.823908741
127,[*]C(C)=C([*])SCCCCCCCC,-7.744727495
128,[*]C(C)=C([*])SCCCCCCCCCC,-7.721246399
129,[*]C(C)=C([*])[Si](C)(C)C,-5.493494968
130,[*]C(C)=C([*])c1ccc([Si](C)(C)C)cc1,-6.30980392
131,[*]C(Cl)=C([*])c1ccccc1,-8.214670165
132,[*]C(F)(F)C(F)(F)C1(F)C(F)(F)C([*])(F)OC(F)(F)C1(F)F,-8.455931956
133,[*]C(F)(F)C(F)(F)CC1(F)OC(F)(F)OC1([*])OC(F)(F)F,-7.823908741
134,[*]C(F)(F)C([*])(F)F,-8.896196279
135,[*]C1=Nc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc([*])cc6)c(=O)c5cc4c3=O)cc2C(=O)OC1,-10.58502665
136,[*]C1C([*])C2CC1C1C2C([Si](C)(C)C)C1[Si](C)(C)C,-5.946921557
137,[*]C1C([*])C2CC1C1CC([Si](C)(C)C)C21,-6.27572413
138,[*]C1C2CC(C1[*])C([Si](C)(C)C)C2,-6.378823718
139,[*]C=C([*])C(C)(C)C,-6.866461092
140,[*]C=CC1CC([*])C(C(F)(F)F)(C(F)(F)F)C1(F)F,-7.991399828
141,[*]C=CC1CC([*])C2C(=O)N(C34CC5CC(CC(C5)C3)C4)C(=O)C12,-9.076238039
142,[*]C=CC1CC([*])C2C(=O)N(C3CCCC3)C(=O)C12,-9.055517328
143,[*]C=CC1CC([*])C2C(=O)N(C3CCCCC3)C(=O)C12,-8.863279433
144,[*]C=CC1CC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-8.598599459
145,[*]C=CC1CC([*])C2C(=O)N(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(=O)C12,-8.171984936
146,[*]C=CC1CC([*])C2C(=O)N(c3ccccc3)C(=O)C12,-8.943095149
147,[*]C=CC1CC([*])C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-6.935542011
148,[*]C=CC1CC([*])CC1[Si](C)(C)C,-8.050609993
149,[*]C=CC1CC([*])CC1[Si](C)(C)C[Si](C)(C)C,-8.173925197
150,[*]C=CC1OC(C=CC2CC([*])C3C(=O)N(c4ccccc4)C(=O)C23)C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-8.782516056
151,[*]C=CC1OC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-8.787812396
152,[*]C=Cc1ccc([*])cc1[Si](C)(C)C(C)(C)C,-8.619788758
153,[*]C=Cc1ccc([*])cc1[Si](C)(C)CCCC,-8.585026652
154,[*]C=Cc1ccc([*])cc1[Si](C)(C)CCCCCCCC,-8.853871964
155,[*]C=Cc1ccc([*])cc1[Si](C)(C)CCCCCCCCCCCCCCCCCC,-8.22184875
156,[*]CC(C)O[*],-8.159893906
157,[*]CC(CCl)O[*],-9.096910013
158,[*]CC(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,-6.657577319
159,[*]CC([*])(C)C#N,-12.49485002
160,[*]CC([*])(C)C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.886056648
161,[*]CC([*])(C)C(=O)OC,-10.53461715
162,[*]CC([*])(C)C(=O)OC(C)(C)C,-8.821023053
163,[*]CC([*])(C)C(=O)OCC,-9.154281982
164,[*]CC([*])(C)C(=O)OCCOCC,-9.067526235
165,[*]CC([*])(C)C(=O)OCCOCCOCC,-7.876148359
166,[*]CC([*])(C)C(=O)OCCOCCOCCOCC,-8.128427064
167,[*]CC([*])(C)c1ccccc1,-9.522878745
168,[*]CC([*])(Cl)Cl,-11.537602
169,[*]CC([*])(F)F,-10.28650946
170,[*]CC([*])C,-9.036212173
171,[*]CC([*])C#N,-12.74472749
172,[*]CC([*])C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.283996656
173,[*]CC([*])C(=O)OC,-9.086716098
174,[*]CC([*])C(=O)OCC,-7.754487332
175,[*]CC([*])C(=O)OCCCCCCCCCC,-7.583359493
176,[*]CC([*])C(=O)OCCCCCCCCCCCCCC,-7.527243551
177,[*]CC([*])CC(C)C,-8
178,[*]CC([*])Cl,-10.74958
179,[*]CC([*])F,-11.10127482
180,[*]CC([*])OC(=O)C1CCCCC1,-9.080921908
181,[*]CC([*])OC(=O)c1ccc(C)cc1,-9.171984936
182,[*]CC([*])OC(=O)c1cccc(C)c1,-9.671620397
183,[*]CC([*])OC(=O)c1ccccc1,-9.199282922
184,[*]CC([*])OC(=O)c1ccccc1C,-9.651695137
185,[*]CC([*])OC1C2CC3CC(C2)CC1C3,-8.598599459
186,[*]CC([*])OC1CC2CC1C1CCCC21,-8.899629455
187,[*]CC([*])OC1CC2CCC1C2,-8.602059991
188,[*]CC([*])OC1CCCCC1,-8.866461092
189,[*]CC([*])OCC1CC2CC1C1CCCC21,-9.54515514
190,[*]CC([*])OCC1CCCCC1,-9.229884705
191,[*]CC([*])OCc1ccccc1,-8.954677021
192,[*]CC([*])[Si](C)(C)C,-7.721246399
193,[*]CC([*])[Si](C)(C)c1ccccc1,-8.910094889
194,[*]CC([*])c1ccc(Br)cc1,-9.070581074
195,[*]CC([*])c1ccc(C(C)(C)C)cc1,-7.853871964
196,[*]CC([*])c1ccc(C)cc1,-8.525783736
197,[*]CC([*])c1ccc(C[Si](C)(C)C)cc1,-8.251811973
198,[*]CC([*])c1ccc(Cl)cc1,-9.366531544
199,[*]CC([*])c1ccc(F)cc1,-8.764471553
200,[*]CC([*])c1ccc(OC(C)=O)cc1,-8.787812396
201,[*]CC([*])c1ccc(OC)cc1,-8.723538196
202,[*]CC([*])c1ccc([Si](C)(C)C)cc1,-7.643974143
203,[*]CC([*])c1ccc([Si](C)(C)CCC(F)(F)F)cc1,-7.54668166
204,[*]CC([*])c1ccccc1,-8.910094889
205,[*]CC([*])c1ccncc1,-9.480172006
206,[*]CCC(F)(Cl)C([*])(F)F,-10.21681131
207,[*]CCC(F)(F)C([*])(F)F,-9.70333481
208,[*]CCC1CC([*])C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-7.075720714
209,[*]CCCCCCCCCCNC([*])=O,-10
210,[*]CCCCCCCC[Si](C)(C)O[Si]([*])(C)C,-6.920818754
211,[*]CCCCCC[Si](C)(C)O[Si]([*])(C)C,-6.882728704
212,[*]CCCCCNC(=O)CCCCCC([*])=O,-10.76955108
213,[*]CCCCCNC([*])=O,-10.79588002
214,[*]CCCCCOC([*])=O,-8.774690718
215,[*]CC[Si](C)(C)O[Si]([*])(C)C,-6.725842151
216,[*]CC[Si](C)(C)c1ccc([Si](C)(C)CC[Si]([*])(C)C)cc1,-9.396855627
217,[*]CCc1c(Cl)cc([*])cc1Cl,-10.10623824
218,[*]CCc1ccc([*])cc1,-9.879426069
219,[*]CCc1ccc([*])cc1Br,-11.4436975
220,[*]CCc1ccc([*])cc1C,-10.57675413
221,[*]CCc1ccc([*])cc1C#N,-10.5214335
222,[*]CCc1ccc([*])cc1CC,-9.723538196
223,[*]CCc1ccc([*])cc1Cl,-11.04431225
224,[*]CN1C(=O)c2cc3c(cc2C1=O)S(=O)(=O)c1cc2c(cc1S3(=O)=O)C(=O)N(c1cc3c(cc1C)-c1cc(C)c([*])cc1S3(=O)=O)C2=O,-8.619788758
225,[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(Cc3ccc(-c5cc(C)c(-c6ccc([*])cc6C)cc5C)c(C)c3)C4=O)C(F)(F)F)cc2C1=O.CC(F)(F)F,-8.494850022
226,[*]CN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3cc5c(cc3C)-c3cc(C)c([*])cc3S5(=O)=O)C4=O)cc2C1=O,-8.838631998
227,[*]COCC([*])O,-11.92081875
228,[*]COC[*],-8.920818754
229,[*]CO[*],-10.34678749
230,[*]COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cccc(C([*])=O)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-8.448550002
231,[*]C[*],-8.793174124
232,[*]Cc1cc(C)c(-n2c(=O)c3cc4c(=O)n(-c5c(C)cc([*])cc5C)c(=O)c4cc3c2=O)c(C)c1,-8.010550182
233,[*]Cc1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,-8.649751982
234,[*]Cc1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,-8.35753548
235,[*]Cc1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-8.823908741
236,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-8.774690718
237,[*]Cc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,-9.057991947
238,[*]Cc1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5C)C6=O)cc4)cc3C2=O)c(C)c1,-9.779891912
239,[*]N=P([*])(C)C,-8.53165267
240,[*]N=P([*])(C)c1ccccc1,-9.187086643
241,[*]N=P([*])(OCC(C)(C)C)OC(C)(C)C,-8.312471039
242,[*]N=P([*])(OCC(C)C)OC(C)C,-7.403402904
243,[*]N=P([*])(OCC(C)CC)OC(C)CC,-7.752026734
244,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,-7.238072162
245,[*]N=P([*])(OCCC)OCCCC,-7.189095719
246,[*]N=P([*])(Oc1ccc(Br)cc1)Oc1ccc(Br)cc1,-9.387216143
247,[*]N=P([*])(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,-8.769551079
248,[*]N=P([*])(Oc1ccccc1)Oc1ccccc1,-8.958607315
249,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,-9.432973634
250,[*]NC(=O)c1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(C(=O)Nc4c(C)cc(Cc5cc(C)c([*])c(C(C)C)c5)cc4C(C)C)cc3)cc2C(C)(C)C)cc1,-8.568636236
251,[*]Nc1ccc(C(c2ccc(NC(=O)c3cc(C([*])=O)cc(-c4ccccc4)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.677780705
252,[*]Nc1ccc(C(c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-9.045757491
253,[*]Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,-8.815308569
254,[*]Nc1ccc(C2(c3ccc(NC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,-9.27572413
255,[*]Nc1ccc(Cc2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,-10.49485002
