PID,smiles,value
20,[*]/C(=C(/[*])c1ccc2c(c1)Cc1ccccc1-2)c1ccc([Si](C)(C)C)cc1,-6.508638306
21,[*]/C(=C(/[*])c1ccc2c(c1)Cc1ccccc1-2)c1ccccc1,-6.437707136
22,[*]/C(=C(/[*])c1ccc2c(ccc3ccccc32)c1)c1ccc([Si](C)(C)C)cc1,-7.045757491
23,[*]/C(=C(/[*])c1ccc2c(ccc3ccccc32)c1)c1ccccc1,-6.602059991
24,[*]/C(=C(/[*])c1cccc(-c2ccc(C(C)(C)C)cc2)c1)c1ccccc1,-7.341988603
25,[*]/C(=C(/[*])c1cccc(-c2ccccc2)c1)c1ccccc1,-7.356547324
26,[*]/C(=C(/[*])c1cccc([Si](C)(C)C)c1)c1ccccc1,-6.882728704
27,[*]/C(=C(/[*])c1ccccc1F)c1ccc2c(c1)C(C)(C)CC2(C)C,-5.568636236
28,[*]/C(C)=C(/[*])CC(C)C,-7.124938737
29,[*]/C(C)=C(/[*])CCC(C)C,-7.431798276
30,[*]/C(C)=C(/[*])[Si](C)(C)C(C)C,-6.782516056
31,[*]/C(C)=C(/[*])[Si](C)(C)CC,-6.714442691
32,[*]/C(C)=C(/[*])[Si](C)(C)CCC,-7.602059991
33,[*]/C(C)=C(/[*])[Si](C)(C)CCCC,-8.187086643
34,[*]/C(C)=C(/[*])[Si](C)(C)CCCCC,-8.327902142
35,[*]/C(C)=C(/[*])[Si](C)(C)c1ccccc1,-8.853871964
36,[*]/C(C)=C(/[*])c1ccccc1,-7.790484985
37,[*]/C(CC)=C(/[*])c1ccccc1,-8.366531544
38,[*]/C(CCCCCC)=C(/[*])c1ccccc1,-8.244125144
39,[*]/C(Cl)=C(/[*])CCCC,-8.244125144
40,[*]/C(Cl)=C(/[*])CCCCCC,-8.180456064
41,[*]/C(Cl)=C(/[*])c1ccccc1,-8.537602002
42,[*]/C=C(/[*])c1ccc(-c2ccc([Si](C)(C)C)cc2)cc1,-7.091514981
43,[*]/C=C(/[*])c1ccc(C[Si](C)(C)C)cc1,-7.37675071
44,[*]/C=C(/[*])c1ccc(O[Si](C)(C)C(C)(C)C)cc1,-8.193820026
45,[*]/C=C(/[*])c1ccccc1,-7.928117993
46,[*]/C=C(/[*])c1ccccc1C,-8.408935393
47,[*]/C=C(/[*])c1ccccc1C(F)(F)F,-7.853871964
48,[*]=CC1CCC(C=[*])C1,-8.677780705
49,[*]=NP(=NP(=[*])(Cl)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-8.124938737
50,[*]=NP(=NP(=[*])(Oc1ccc(OC)cc1)Oc1ccccc1CC=C)(OCCCOCCOC)Oc1ccc(OC)cc1,-8.602059991
51,[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccc(O)cc1,-7.468521083
52,[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccc(O[Si](C)(C)C(C)(C)C)cc1,-7
53,[*]C(=C([*])c1ccc([Si](C)(C)C)cc1)c1ccc(O[Si](C)(C)C(C)(C)C)cc1,-6.823908741
54,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1cc(Br)ccc1-2)c1ccccc1,-6.431798276
55,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1cc([Si](C)(C)C)ccc1-2)c1ccccc1,-6.070581074
56,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cc(F)cc(F)c1,-6.301029996
57,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(Br)cc1,-6.060480747
58,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(C(C)(C)C)cc1,-6.200659451
59,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)c(F)c1,-5.958607315
60,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)cc1,-5.958607315
61,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,-6.958607315
62,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cccc(F)c1,-6.004364805
63,[*]C(=C([*])c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccccc1,-6.091514981
64,[*]C(=C([*])c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,-6.721246399
65,[*]C(=C([*])c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,-6.853871964
66,[*]C(=C([*])c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,-6.769551079
67,[*]C(=C([*])c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc(C(C)(C)C)cc1,-6.408935393
68,[*]C(=C([*])c1cccc(O[Si](C)(C)C(C)(C)C)c1)c1ccc([Si](C)(C)C)cc1,-6.795880017
69,[*]C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br,-8.26760624
70,[*]C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-7.826813732
71,[*]C(=O)COc1c(Br)cc2c(c1Br)C(C)(C)c1cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c1-2,-7.850780887
72,[*]C(=O)Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br,-8.268411235
73,[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)OC(=O)c3ccccc32)cc1Br,-8.171340103
74,[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)c3ccccc3-c3ccccc32)cc1Br,-7.863279433
75,[*]C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,-8.377785977
76,[*]C(=O)Oc1ccc(C(c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.061980903
77,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)OC(=O)c3ccccc32)cc1,-8.384049948
78,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,-8.199970641
79,[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,-9.076755981
80,[*]C(=O)c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc([*])cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,-8.605548319
81,[*]C(=O)c1ccc(C(c2ccc(C(=O)c3ccc(Oc4ccc(C(c5ccc(Oc6ccc([*])cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.503070352
82,[*]C(=O)c1ccc(Oc2ccc(C(c3ccccc3)(c3ccc(Oc4ccc([*])cc4)cc3)C(F)(F)F)cc2)cc1,-8.958607315
83,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,-8.677780705
84,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2cccc(C(F)(F)F)c2)cc1,-9.292429824
85,[*]C(=O)c1ccc2c(c1)C(=O)N(C1=CC=C3C(=Cc4cc(N5C(=O)c6ccc([*])cc6C5=O)ccc43)C1=O)C2=O,-9.756961951
86,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-8.511449283
87,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4Cc5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-8.511449283
88,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-9.394694954
89,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-8.896196279
90,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-8.793174124
91,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-8.609064893
92,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-8.793174124
93,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-8.609064893
94,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-9.377785977
95,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4Cc5ccc([*])cc5C4=O)cc3)cc1)C2=O,-9.319664487
96,[*]C(=O)n1cnc2cc(Oc3ccc4ncn(C(=O)c5cccc(Oc6ccc(Oc7cccc([*])c7)cc6)c5)c4c3)ccc21,-9.272458743
97,[*]C(C(=O)OC(C)C)C([*])C(=O)OC(C)(C)C,-7.876148359
98,[*]C(C(=O)OC(C)C)C([*])C(=O)OC(C)CCC,-8.292429824
99,[*]C(C(=O)OC(C)C)C([*])C(=O)OC(C)CCC(C)C,-7.806875402
100,[*]C(C(=O)OC(C)CCC(C)C)C([*])C(=O)OC(C)(C)C,-7.772113295
101,[*]C(C(=O)OC(C)CCC)C([*])C(=O)OC(C)(C)C,-7.838631998
102,[*]C(C(=O)Oc1ccccc1)C([*])C(=O)OC(C)(C)C,-8.142667504
103,[*]C(C(=O)Oc1ccccc1)C([*])C(=O)OC(C)C,-8.387216143
104,[*]C(C)=C([*])C(C)C,-6.242603971
105,[*]C(C)=C([*])CCC,-7.795880017
106,[*]C(C)=C([*])CCCCC,-7.823908741
107,[*]C(C)=C([*])CCCCCC,-7.853871964
108,[*]C(C)=C([*])CCCCCCC,-7.823908741
109,[*]C(C)=C([*])CCCCCCCC,-7.853871964
110,[*]C(C)=C([*])SCC,-8.045757491
111,[*]C(C)=C([*])SCCCC,-8.161150909
112,[*]C(C)=C([*])SCCCCCC,-8.119186408
113,[*]C(C)=C([*])SCCCCCCCC,-8.040958608
114,[*]C(C)=C([*])SCCCCCCCCCC,-8.107905397
115,[*]C(C)=C([*])[Si](C)(C)C,-5.812479279
116,[*]C(C)=C([*])c1ccc([Si](C)(C)C)cc1,-6.585026652
117,[*]C(Cl)=C([*])c1ccccc1,-8.348721986
118,[*]C(F)(F)C(F)(F)C1(F)C(F)(F)C([*])(F)OC(F)(F)C1(F)F,-8.229147988
119,[*]C(F)(F)C(F)(F)CC1(F)OC(F)(F)OC1([*])OC(F)(F)F,-7.677780705
120,[*]C1=Nc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc([*])cc6)c(=O)c5cc4c3=O)cc2C(=O)OC1,-9.591760035
121,[*]C1C([*])C2CC1C1C2C([Si](C)(C)C)C1[Si](C)(C)C,-6.388276692
122,[*]C1C([*])C2CC1C1CC([Si](C)(C)C)C21,-6.68613278
123,[*]C=C([*])C(C)(C)C,-6.93930216
124,[*]C=CC1CC([*])C2C(=O)N(C34CC5CC(CC(C5)C3)C4)C(=O)C12,-8.89279003
125,[*]C=CC1CC([*])C2C(=O)N(C3CCCCC3)C(=O)C12,-8.793174124
126,[*]C=CC1CC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-8.41453927
127,[*]C=CC1CC([*])C2C(=O)N(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(=O)C12,-8.241088108
128,[*]C=CC1CC([*])C2C(=O)N(c3ccccc3)C(=O)C12,-8.958607315
129,[*]C=CC1CC([*])C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-7.161150909
130,[*]C=CC1CC([*])CC1[Si](C)(C)C,-7.853871964
131,[*]C=CC1CC([*])CC1[Si](C)(C)C[Si](C)(C)C,-8.13667714
132,[*]C=CC1OC(C=CC2CC([*])C3C(=O)N(c4ccccc4)C(=O)C23)C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-8.709965389
133,[*]C=CC1OC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12,-8.640164518
134,[*]CC(C)O[*],-8.163043263
135,[*]CC(F)(F)C(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,-6.679853714
136,[*]CC([*])(C)C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-8.086186148
137,[*]CC([*])(C)C(=O)OC,-9.449771647
138,[*]CC([*])(C)C(=O)OC(C)(C)C,-8.206209615
139,[*]CC([*])(C)C(=O)OCC,-8.661543506
140,[*]CC([*])(F)F,-10.26921772
141,[*]CC([*])C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.522878745
142,[*]CC([*])C(=O)OC,-8.974694135
143,[*]CC([*])C(=O)OCC,-8.218963061
144,[*]CC([*])C(=O)OCCCCCCCCCC,-8.032920266
145,[*]CC([*])C(=O)OCCCCCCCCCCCCCC,-8.016824928
146,[*]CC([*])CC(C)C,-7.835647144
147,[*]CC([*])Cl,-9.853871964
148,[*]CC([*])F,-10.45593196
149,[*]CC([*])OC(C)=O,-9.036684489
150,[*]CC([*])[Si](C)(C)C,-7.698970004
151,[*]CC([*])c1ccc(C[Si](C)(C)C)cc1,-8.26760624
152,[*]CC([*])c1ccc([Si](C)(C)C)cc1,-7.739928612
153,[*]CC([*])c1ccc([Si](C)(C)CCC(F)(F)F)cc1,-7.962573502
154,[*]CC([*])c1ccccc1,-8.573488739
155,[*]CC([*])c1ccncc1,-8.899629455
156,[*]CC1CC([*])OCO1,-10.03151705
157,[*]CCC1CC([*])C2C1C([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C2[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-7.337242168
158,[*]CCCCCCCCCCNC([*])=O,-9.580044252
159,[*]CCCCCOC([*])=O,-9.295849483
160,[*]CCc1ccc([*])cc1,-9.607303047
161,[*]CCc1ccc([*])cc1Br,-10.34486157
162,[*]CCc1ccc([*])cc1C,-10.00261362
163,[*]CCc1ccc([*])cc1C#N,-9.749579998
164,[*]CCc1ccc([*])cc1CC,-9.36552273
165,[*]CCc1ccc([*])cc1Cl,-10.02733441
166,[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(Cc3ccc(-c5cc(C)c(-c6ccc([*])cc6C)cc5C)c(C)c3)C4=O)C(F)(F)F)cc2C1=O.CC(F)(F)F,-8.142667504
167,[*]COCC([*])O,-11.64206515
168,[*]COC[*],-9.744727495
169,[*]COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cccc(C([*])=O)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-8.187086643
170,[*]Cc1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-8.462180905
171,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,-8.642065153
172,[*]Cc1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5C)C6=O)cc4)cc3C2=O)c(C)c1,-9.106238238
173,[*]N=P([*])(OCC(C)(C)C)OC(C)(C)C,-8.18243463
174,[*]N=P([*])(OCC(C)C)OC(C)C,-7.777283529
175,[*]N=P([*])(OCC(C)CC)OC(C)CC,-8.022276395
176,[*]N=P([*])(OCCC)OCCCC,-7.769551079
177,[*]N=P([*])(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,-8.638272164
178,[*]N=P([*])(Oc1ccccc1)Oc1ccccc1,-9.124938737
179,[*]Nc1ccc(C(c2ccc(NC(=O)c3cc(C([*])=O)cc(-c4ccccc4)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.37675071
180,[*]Nc1ccc(C(c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.537602002
181,[*]Nc1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5cccc(N6C(=O)c7ccc(C(=O)Nc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C([*])=O)cc%11C%10=O)cc9)cc8)cc7C6=O)c5)cc4C3=O)cc2)cc1,-9.35261703
182,[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc(C([*])=O)cc(-c4ccccc4)c3)cc2)cc1,-9.119186408
183,[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,-9.366531544
184,[*]Nc1ccc([*])cc1,-9.436518915
185,[*]Nc1cccc(NC(=O)c2ccc(C(c3ccc(C([*])=O)cc3)(C(F)(F)F)C(F)(F)F)cc2)c1,-8.638272164
186,[*]OC(=O)Oc1ccc2c(c1)C1(CC(C)(C)c3ccc([*])cc31)CC2(C)C,-8.244125144
187,[*]OC(=O)c1cc(C(=O)COc2c(Br)cc3c(c2Br)C(=C)OC32c3cc(Br)c([*])c(Br)c32)cc(C(C)(C)C)c1,-8.170696227
188,[*]OC(=O)c1cccc(C(=O)COc2c(Br)cc3c(c2Br)C(=C)OC32c3cc(Br)c([*])c(Br)c32)c1,-8.554395797
189,[*]OC(=O)c1cccc(C(=O)Oc2c(C)cc(C(C)(C)c3cc(C)c([*])c(Br)c3)cc2Br)c1,-8.632644079
190,[*]OC1C(COC(C)=O)OC(OC2C(COC(C)=O)OC([*])C(OC(C)=O)C2O)C(OC(C)=O)C1O,-8.826813732
191,[*]OC1C(COCC)OC([*])C(O)C1O,-8.185752404
192,[*]OC1C(CO[N+](=O)[O-])OC([*])C(O[N+](=O)[O-])C1O[N+](=O)[O-],-9.698970004
193,[*]OCC(=O)c1cccc(C(=O)Oc2c(Br)cc3c(c2Br)-c2cc(Br)c([*])c(Br)c2C3(C)C)c1,-8.271646218
194,[*]OCCOC(=O)c1ccc(C([*])=O)cc1,-9.431798276
195,[*]OOc1ccc(C(c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.428291168
196,[*]OOc1ccc2cc([*])ccc2c1,-9.139661993
197,[*]OOc1ccc2ccc([*])cc2c1,-9.088842391
198,[*]OOc1cccc2c([*])cccc12,-9.091514981
199,[*]O[Si]([*])(C)C,-7.113509275
200,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,-8.552841969
201,[*]Oc1c(Br)cc(C(c2cc(Br)c(OC([*])=O)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,-8.974694135
202,[*]Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cccc(C([*])=O)c4)c(Br)c3)OC(=O)c3ccccc32)cc1Br,-8.567030709
203,[*]Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cccc(C([*])=O)c4)c(Br)c3)c3ccccc3-c3ccccc32)cc1Br,-8.206209615
204,[*]Oc1c(C)cc([*])cc1C,-8.163043263
205,[*]Oc1ccc(-c2ccc(Oc3c(F)c(F)c(COC(c4cccc(C(OCc5c(F)c(F)c([*])c(F)c5F)(C(F)(F)F)C(F)(F)F)c4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)cc1,-8.698970004
206,[*]Oc1ccc(C(=C(Cl)Cl)c2ccc(OC([*])=O)cc2)cc1,-8.906578315
207,[*]Oc1ccc(C(=O)c2ccc(Oc3cc(C)c(C4(c5cc(C(C)C)c([*])cc5C)OC(=O)c5ccccc54)cc3C(C)C)cc2)cc1,-8.37161107
208,[*]Oc1ccc(C(=O)c2ccc(Oc3ccc([*])cc3-c3cc(C)cc(C)c3)cc2)cc1,-9.337242168
209,[*]Oc1ccc(C(=O)c2ccc(Oc3ccc([*])cc3-c3cccc(C)c3)cc2)cc1,-9.420216403
210,[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)-c3nc5ccc(-c6ccc7c(c6)nc6n7C(=O)c7cc(C([*])=O)ccc7-6)cc5n3C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.876148359
211,[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,-9.300162274
212,[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.928117993
213,[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N5C(=O)c6ccc(C([*])=O)cc6C5=O)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,-9.360513511
214,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.455931956
215,[*]Oc1ccc(C(c2ccc(Oc3c(F)c(F)c(COC(c4ccc(C(OCc5c(F)c(F)c([*])c(F)c5F)(C(F)(F)F)C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.552841969
216,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)OC(=O)c3ccccc32)cc1,-8.832682665
217,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,-8.583359493
218,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,-8.655607726
219,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCC2)cc1,-9.040958608
220,[*]Oc1ccc(Cc2ccc(Oc3c(F)c(F)c(COC(c4ccc(C(OCc5c(F)c(F)c([*])c(F)c5F)(C(F)(F)F)C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)cc1,-8.744727495
221,[*]Oc1ccc(N2C(=O)C3=C(C2=O)C2C=CC3C3=C2C(=O)N(c2ccc([*])c(OC)c2)C3=O)cc1OC,-9.28567024
222,[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc([*])c(OC)c4)C5=O)cc3C2=O)cc1OC,-9.343901798
223,[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,-9.294136288
224,[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,-9.397940009
225,[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc1,-9.425968732
226,[*]Oc1ccc(Oc2cccc([*])c2C#N)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,-8.455931956
227,[*]Oc1ccc(Oc2cccc([*])c2C#N)c(-c2cccc(C(F)(F)F)c2)c1,-9.031517051
228,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(-c4cc(C)c([*])c(C)c4C)c(C)c3C)cc2)cc1,-8.200659451
229,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cc(C)c(C(c4cc(C(C)C)c([*])cc4C)c4ccccc4C(=O)O)cc3C(C)C)cc2)cc1,-8.304518324
